Nombre,Region,CUT_Reg,Provincia,CUT_provin,Comuna,CUT_comuna,Categoria_,SUP_M2,T__HOGARES,SUP_km,xcoord,ycoord
Lo Boza,Metropolitana,"13",Santiago,"131",Renca,"13128",Rural,24708.83129280000,"55",0.02470882533,-70.7390393342383,-33.3977753867948
Villa Ribera sur bajo,Metropolitana,"13",Maipo,"134",Buin,"13402",Rural,27184.21503490000,"53",0.02718421847,-70.6659640830698,-33.6622260833279
Ilusión y Vida (ex peñoncito),Metropolitana,"13",Cordillera,"132",Puente Alto,"13201",Urbano,18782.41388130000,"90",0.01878241153,-70.5510021336626,-33.5816261078555
Circunvalación Norte,Maule,"7",Talca,"71",Talca,"7101",Urbano,5402.46465164000,"11",0.00540246139,-71.6551298955956,-35.397348018823
San Agustín,Maule,"7",Curicó,"73",Curicó,"7301",Urbano,3514.00544996000,"16",0.00351400498,-71.2551988023542,-34.9903296560469
Sector Enlace Ruta K-24,Maule,"7",Talca,"71",Constitución,"7102",Mixto,6695.07411577000,"12",0.00669507082,-72.3943729829961,-35.3431125449734
Sector Estadio Interior,Maule,"7",Talca,"71",Constitución,"7102",Urbano,2863.73235255000,"8",0.00286374167,-72.4097026154362,-35.3396704985394
Toma San Gerónimo Norte,Maule,"7",Linares,"74",San Javier,"7406",Urbano,12084.65763560000,"26",0.01208465723,-71.7200205240697,-35.5914152606116
Villa Esperanza,Maule,"7",Linares,"74",Yerbas Buenas,"7408",Mixto,6026.59174019000,"10",0.00602659772,-71.5910140966028,-35.7425903470639
Punta de Rieles,Maule,"7",Cauquenes,"72",Cauquenes,"7201",Urbano,4338.47143046000,"9",0.00433847284,-72.3187046865655,-35.9808503640545
Cerro O'Higgins,Maule,"7",Talca,"71",Constitución,"7102",Urbano,6700.85518729000,"14",0.00670085454,-72.4188507820308,-35.3285176136532
Línea Férrea 1,Los Ríos,"14",Valdivia,"141",Panguipulli,"14108",Urbano,2468.70316539000,"26",0.00246870270,-72.3487207112516,-39.6420085554912
Cuatro Espadas,Los Ríos,"14",Valdivia,"141",Panguipulli,"14108",Urbano,2862.08806118000,"9",0.00286208524,-72.3251707817006,-39.6361819456362
Pueblo Hundido,Los Ríos,"14",Valdivia,"141",Panguipulli,"14108",Mixto,3243.38732909000,"8",0.00324338600,-72.3264595050807,-39.6337341849963
Línea Férrea 2,Los Ríos,"14",Valdivia,"141",Panguipulli,"14108",Rural,40588.57710230000,"44",0.04058856988,-72.3360179259903,-39.6500228990126
Las Vertientes,Los Ríos,"14",Valdivia,"141",Los Lagos,"14104",Urbano,7811.77569363000,"15",0.00781178026,-72.8025697334137,-39.857913669032
Las Lajas,Los Ríos,"14",Valdivia,"141",Los Lagos,"14104",Mixto,171412.50117000000,"158",0.17141251340,-72.8255870047849,-39.8566018989782
El Manzano,Los Ríos,"14",Valdivia,"141",Mariquina,"14106",Rural,9140.28299882000,"17",0.00914029017,-72.953526835606,-39.5324525459745
Cancha Municipal,Los Ríos,"14",Ranco,"142",Río Bueno,"14204",Mixto,31441.28840240000,"37",0.03144127638,-72.9735024942887,-40.3341238187367
Piruco,Los Ríos,"14",Ranco,"142",Río Bueno,"14204",Urbano,15688.62388680000,"13",0.01568862114,-72.9335859940543,-40.3362254219271
Carlos Condell,Los Ríos,"14",Ranco,"142",La Unión,"14201",Urbano,6077.99441289000,"9",0.00607799971,-73.0881686390669,-40.2995955873657
Osvaldo Leal,Los Ríos,"14",Ranco,"142",La Unión,"14201",Urbano,2083.99046112000,"9",0.00208399213,-73.0884384797084,-40.3102358120777
Malalhue,Los Ríos,"14",Valdivia,"141",Lanco,"14103",Rural,9874.96041225000,"10",0.00987496342,-72.5141208257227,-39.5424191027923
Ruta 5,Los Ríos,"14",Valdivia,"141",Paillaco,"14107",Rural,4821.17505733000,"13",0.00482117295,-72.8610351826332,-40.0752557815316
Arturo Prat II,Los Ríos,"14",Valdivia,"141",Valdivia,"14101",Urbano,9320.15262087000,"16",0.00932015043,-73.2190273356405,-39.816916709048
"Cuatro Vientos, Vivanco",Los Ríos,"14",Ranco,"142",Río Bueno,"14204",Rural,98320.50380999999,"21",0.09832050877,-72.6124058251386,-40.3711205280749
Norte Grande 3 (Tarapacá),Los Ríos,"14",Valdivia,"141",Valdivia,"14101",Urbano,29174.64396530000,"71",0.02917464522,-73.2211038078408,-39.8054291189983
Playa Vargas,Los Lagos,"10",Chiloé,"102",Quellón,"10208",Urbano,5916.65491756000,"27",0.00591665231,-73.6395124409921,-43.1203413691182
Los Ílamos,Los Lagos,"10",Chiloé,"102",Castro,"10201",Urbano,23967.59908020000,"34",0.02396759221,-73.7858220809555,-42.4578782679413
Ex Línea Férrea,Los Lagos,"10",Chiloé,"102",Ancud,"10202",Urbano,4047.34958836000,"14",0.00404734828,-73.7976263662417,-41.8804106865705
Por un Futuro Mejor III,Los Lagos,"10",Osorno,"103",Osorno,"10301",Urbano,82554.64657410000,"380",0.08255465250,-73.1713494430032,-40.5958718593725
Arca Verde,Los Lagos,"10",Llanquihue,"101",Puerto Montt,"10101",Urbano,4702.72794131000,"18",0.00470272863,-72.9706741514095,-41.4612958725891
Pelluhuín,Los Lagos,"10",Llanquihue,"101",Puerto Montt,"10101",Mixto,49187.86306510000,"92",0.04918784829,-72.8752285879658,-41.4943609547987
Bienestar,Los Lagos,"10",Osorno,"103",Osorno,"10301",Urbano,3229.64288364000,"14",0.00322964265,-73.1648362777937,-40.5688650369868
Bernardo O'Higgins,Los Lagos,"10",Osorno,"103",Puerto Octay,"10302",Urbano,12387.58388520000,"37",0.01238758686,-72.889744976208,-40.9732777586561
Pasaje Colón,Los Lagos,"10",Osorno,"103",Puerto Octay,"10302",Urbano,12940.21693760000,"13",0.01294022215,-72.878374106674,-40.9790353079374
Ladera Larrain,Los Lagos,"10",Llanquihue,"101",Puerto Montt,"10101",Urbano,3837.56387171000,"18",0.00383756432,-72.9179387919711,-41.47266872193
Ladera Alerce Lintz,Los Lagos,"10",Llanquihue,"101",Puerto Montt,"10101",Urbano,53785.43381690000,"84",0.05378543786,-72.9176185704001,-41.466286624673
Futuro Esperanza,Los Lagos,"10",Llanquihue,"101",Puerto Montt,"10101",Urbano,8568.65515703000,"73",0.00856865505,-72.9656596329626,-41.4497743363691
Pasaje 18 de Septiembre,Los Lagos,"10",Llanquihue,"101",Puerto Montt,"10101",Urbano,5372.19932077000,"11",0.00537219598,-72.9510259544926,-41.464707045478
Sector Mediaguas,Los Lagos,"10",Llanquihue,"101",Puerto Montt,"10101",Urbano,3575.18312368000,"18",0.00357518243,-72.9582055269514,-41.4499534794162
Nuevo Amanecer,Los Lagos,"10",Llanquihue,"101",Puerto Montt,"10101",Urbano,22089.44983640000,"67",0.02208944706,-72.9673062211434,-41.4517359977519
Frente Ladera Angelmo,Los Lagos,"10",Llanquihue,"101",Puerto Montt,"10101",Urbano,11853.35761450000,"30",0.01185336229,-72.9611121873425,-41.4814041173021
Bicentenario,Los Lagos,"10",Llanquihue,"101",Calbuco,"10102",Urbano,10765.82351120000,"48",0.01076582480,-73.1429770073365,-41.7843305837421
Juan Luis Ysern,Los Lagos,"10",Chiloé,"102",Castro,"10201",Urbano,19388.68757350000,"31",0.01938867739,-73.7824741591574,-42.471464521294
Avenida Langdon,Los Lagos,"10",Chiloé,"102",Quemchi,"10209",Urbano,2690.51814623000,"10",0.00269051917,-73.4851602109547,-42.1455256294599
Vista Hermosa,Los Lagos,"10",Chiloé,"102",Ancud,"10202",Urbano,6200.26331322000,"13",0.00620026594,-73.8141063916659,-41.8595523976212
Línea Férrea,Los Lagos,"10",Llanquihue,"101",Puerto Varas,"10109",Urbano,18765.81093320000,"54",0.01876580737,-72.9754714535316,-41.3315063386619
El Mirador,Los Lagos,"10",Llanquihue,"101",Calbuco,"10102",Urbano,3410.80479832000,"14",0.00341080443,-73.1482112969257,-41.7594946738229
El Progreso,Los Lagos,"10",Llanquihue,"101",Calbuco,"10102",Urbano,12271.09203390000,"40",0.01227108675,-73.1490532683306,-41.7611089607455
Union y Esperanza,Los Lagos,"10",Llanquihue,"101",Calbuco,"10102",Urbano,7446.06261913000,"19",0.00744605983,-73.1538701679069,-41.7563991876495
Pablo Tellez,Los Lagos,"10",Llanquihue,"101",Los Muermos,"10106",Rural,5530.97358849000,"26",0.00553097255,-73.4684007895419,-41.3895975293354
La Toma de Cañita,Los Lagos,"10",Llanquihue,"101",Los Muermos,"10106",Rural,5191.12066221000,"11",0.00519111475,-73.4649553044514,-41.3869863940849
Estero Lobos Norte II,Los Lagos,"10",Llanquihue,"101",Puerto Montt,"10101",Urbano,33097.82079270000,"29",0.03309780713,-72.9417040200787,-41.4568478663613
Quebrada Desierto Florido,Coquimbo,"4",Elqui,"41",La Serena,"4101",Mixto,126743.60414700001,"98",0.12674360638,-71.2140317828374,-29.8768762090832
Tierras Añañucas,Coquimbo,"4",Elqui,"41",La Serena,"4101",Mixto,166442.77296400000,"65",0.16644277449,-71.2156666906733,-29.8723515047208
Ladera Alfalfares,Coquimbo,"4",Elqui,"41",La Serena,"4101",Urbano,6648.44935499000,"13",0.00664844334,-71.234409945203,-29.905703362668
Ladera Norte,Coquimbo,"4",Elqui,"41",La Serena,"4101",Urbano,9086.07311459000,"22",0.00908607007,-71.2272971896202,-29.9083864097185
El Toro,Coquimbo,"4",Elqui,"41",Andacollo,"4103",Rural,73250.61872990000,"22",0.07325061364,-71.1120083873991,-30.2532783132227
Subida Mina Hermosa,Coquimbo,"4",Elqui,"41",Andacollo,"4103",Urbano,22758.43649730000,"18",0.02275842490,-71.0873656368253,-30.2422313344422
San Pedro,Coquimbo,"4",Elqui,"41",Coquimbo,"4102",Rural,65624.79251370000,"31",0.06562478328,-71.4348410054772,-30.1945113377126
Cerro Chico,Coquimbo,"4",Choapa,"42",Salamanca,"4204",Urbano,12683.54048950000,"17",0.01268354381,-70.9588541492885,-31.7827210104373
Milagro El Palqui,Coquimbo,"4",Limarí,"43",Monte Patria,"4303",Mixto,23394.70959300000,"32",0.02339470130,-70.934538204385,-30.7660177175096
Puerto Oscuro,Coquimbo,"4",Choapa,"42",Canela,"4202",Rural,2520.91027591000,"33",0.00252090300,-71.5752049822536,-31.4095510326939
Av. Las Industrias,Biobío,"8",Biobío,"83",Los Ángeles,"8301",Urbano,18537.92718400000,"34",0.01853792851,-72.3310437340994,-37.4332238604366
Candelaria,Biobío,"8",Biobío,"83",Los Ángeles,"8301",Rural,24970.83805320000,"46",0.02497083368,-72.4839569370831,-37.4734884661284
Llano Blanco,Biobío,"8",Biobío,"83",Los Ángeles,"8301",Rural,121700.38234100000,"89",0.12170043011,-72.1697279420854,-37.5673586105502
Los Robles,Biobío,"8",Biobío,"83",Los Ángeles,"8301",Rural,22495.78928540000,"14",0.02249578356,-72.5304225508927,-37.4105413915506
Puente Rarinco,Biobío,"8",Biobío,"83",Los Ángeles,"8301",Urbano,12424.23321220000,"35",0.01242422138,-72.3456298709148,-37.4103791898014
Matadero San rosendo,Biobío,"8",Biobío,"83",San Rosendo,"8310",Mixto,9554.67451464000,"7",0.00955467867,-72.7290179783381,-37.2570285396884
Sector Antena San Rosendo,Biobío,"8",Biobío,"83",San Rosendo,"8310",Mixto,56922.42458600000,"30",0.05692242904,-72.7286676660668,-37.2560266406904
La Toma,Biobío,"8",Biobío,"83",Negrete,"8307",Mixto,58739.08506150000,"46",0.05873910017,-72.5249236083675,-37.5890366241244
Villa Alegre y Otros,Biobío,"8",Biobío,"83",Mulchén,"8305",Urbano,34945.55098780000,"63",0.03494555900,-72.2324000843881,-37.7163093410996
Las Peñas Mulchen,Biobío,"8",Biobío,"83",Mulchén,"8305",Urbano,28569.04768480000,"45",0.02856904308,-72.2448554070237,-37.7117440509141
Emergencia,Biobío,"8",Biobío,"83",Mulchén,"8305",Urbano,2732.66054764000,"7",0.00273266194,-72.243326035008,-37.7238731607596
Carrera Norte Laja,Biobío,"8",Biobío,"83",Laja,"8304",Urbano,55650.00932990000,"53",0.05564997977,-72.7189074568474,-37.2783062649737
Cruce Norte,Biobío,"8",Arauco,"82",Arauco,"8202",Rural,19317.76468700000,"33",0.01931776375,-73.2360417486346,-37.2534480872339
Linea Ferrea,Biobío,"8",Concepción,"81",Penco,"8107",Urbano,1719.98055228000,"29",0.00171997804,-72.9901737505056,-36.7257215827996
Gente de Mar,Biobío,"8",Concepción,"81",Penco,"8107",Urbano,652.61987651100,"31",0.00065261863,-72.9908055704049,-36.7318702529924
El Triangulo,Biobío,"8",Arauco,"82",Lebu,"8201",Mixto,20015.71644930000,"29",0.02001571984,-73.6335954862246,-37.642006075155
Los Filtros,Biobío,"8",Arauco,"82",Lebu,"8201",Urbano,32097.81447310000,"54",0.03209781681,-73.6596903363027,-37.6186761254237
La Cueva,Biobío,"8",Concepción,"81",Penco,"8107",Urbano,5251.88599697000,"24",0.00525188355,-72.9710372052584,-36.7092879030248
El Vagón,Biobío,"8",Concepción,"81",Penco,"8107",Urbano,4218.37190382000,"40",0.00421836848,-73.0227748801546,-36.7853756461091
Faja Galvarino,Biobío,"8",Arauco,"82",Los Álamos,"8206",Mixto,61520.51587570000,"83",0.06152052084,-73.4749788224908,-37.6310189586916
Valle Hermoso,Biobío,"8",Arauco,"82",Los Álamos,"8206",Mixto,88741.83118420000,"71",0.08874180100,-73.4491794747294,-37.6239693407941
Ricardo Lagos,Biobío,"8",Arauco,"82",Curanilahue,"8205",Mixto,80506.24602080000,"267",0.08050624276,-73.3553797020315,-37.466758632099
Los Pescadores,Biobío,"8",Concepción,"81",Penco,"8107",Urbano,927.65302733400,"9",0.00092765016,-72.9762014927162,-36.710061451756
Villa Los Aromos,Biobío,"8",Concepción,"81",Lota,"8106",Urbano,33587.84964610000,"89",0.03358784593,-73.1463191247637,-37.0901401000683
Villa Inés Hurtado,Biobío,"8",Concepción,"81",Lota,"8101",Urbano,53784.11555910000,"89",0.05378411151,-73.1463103378177,-37.0829073309321
Raúl Silva Henríquez,Biobío,"8",Concepción,"81",Lota,"8106",Urbano,19644.47369020000,"67",0.01964447717,-73.1509447311497,-37.080372161746
El Trebol,Biobío,"8",Concepción,"81",Lota,"8106",Urbano,14925.40373030000,"41",0.01492541165,-73.1514635244008,-37.0797493277137
La Vega,Biobío,"8",Concepción,"81",Lota,"8106",Urbano,23873.28300220000,"77",0.02387328680,-73.1466363377817,-37.0746287127222
Villa Las Araucarias,Biobío,"8",Concepción,"81",Lota,"8106",Urbano,21596.67255960000,"80",0.02159666955,-73.1600960892874,-37.0873190780553
Fuerte Viejo,Biobío,"8",Concepción,"81",Lota,"8106",Urbano,49122.39513280000,"113",0.04912239784,-73.1592068468115,-37.1049332167638
Villa Ilusión,Biobío,"8",Concepción,"81",Lota,"8101",Urbano,57018.57607600000,"174",0.05701858552,-73.1591455162485,-37.0845575630424
Villa Ricardo Lagos,Biobío,"8",Concepción,"81",Lota,"8106",Urbano,17344.07124860000,"41",0.01734406571,-73.1571916833682,-37.0823824753725
Villa Jericó,Biobío,"8",Concepción,"81",Lota,"8106",Urbano,59204.55847260000,"151",0.05920455815,-73.1591433687148,-37.0784863080644
Las Estrellas,Biobío,"8",Concepción,"81",Lota,"8106",Urbano,11257.69817700000,"56",0.01125769886,-73.1511868801443,-37.0836988027339
Línea Férrea Colcura,Biobío,"8",Concepción,"81",Lota,"8106",Urbano,15764.81226510000,"25",0.01576477774,-73.1515360123932,-37.1116747241343
Punta Astorga,Biobío,"8",Concepción,"81",Lota,"8106",Urbano,20431.85450400000,"70",0.02043185107,-73.1570855558817,-37.1006197498729
Roble Huacho,Biobío,"8",Concepción,"81",Lota,"8106",Urbano,8255.09093377000,"28",0.00825509191,-73.150443100822,-37.0988646577242
Monte los Olivos,Biobío,"8",Concepción,"81",Lota,"8106",Urbano,15781.58937780000,"69",0.01578158982,-73.1598527485757,-37.0865648613037
Villa El Estanque,Biobío,"8",Concepción,"81",Lota,"8106",Urbano,45665.16245590000,"112",0.04566515249,-73.1456853662267,-37.0853443006644
Mata al Cerro,Biobío,"8",Concepción,"81",Lota,"8106",Urbano,9489.32051485000,"21",0.00948931843,-73.1551906877877,-37.1006435333199
Fresia,Biobío,"8",Concepción,"81",Lota,"8106",Urbano,26303.69258210000,"120",0.02630368719,-73.1496049240159,-37.0846213582359
El Peral,Biobío,"8",Concepción,"81",Lota,"8106",Urbano,18863.68310000000,"36",0.01886367782,-73.1491687193698,-37.0736527233408
Tiro Al Blanco,Biobío,"8",Concepción,"81",Lota,"8101",Urbano,24399.32460990000,"72",0.02439932364,-73.15083587816,-37.0850752198233
Puerto Nuevo,Biobío,"8",Concepción,"81",Lota,"8106",Mixto,19529.61419430000,"76",0.01952962238,-73.1600422986522,-37.1038183018026
Escuela Vieja Colcura,Biobío,"8",Concepción,"81",Lota,"8106",Urbano,70447.82313520000,"111",0.07044783177,-73.1523507373174,-37.1067239227483
La Fabrica,Biobío,"8",Concepción,"81",Lota,"8101",Urbano,18880.53452100000,"38",0.01888054293,-73.1627308711327,-37.0781896623656
Pasaje 1 Cerro el Santo,Biobío,"8",Concepción,"81",Tomé,"8111",Urbano,8071.42859784000,"32",0.00807142879,-72.9366579106976,-36.6136015827763
Las Camelias,Biobío,"8",Concepción,"81",Tomé,"8111",Urbano,3828.74084703000,"10",0.00382874186,-72.9474513917382,-36.6143763613458
Pasaje Guajardo,Biobío,"8",Concepción,"81",Tomé,"8111",Urbano,8373.56020076000,"20",0.00837356042,-72.9523250768218,-36.6250012279902
Los Esteros,Biobío,"8",Concepción,"81",Tomé,"8111",Mixto,57089.82806950000,"37",0.05708984164,-72.9425005094291,-36.6019063733792
Los Castaños,Biobío,"8",Concepción,"81",Tomé,"8111",Urbano,7468.14873146000,"18",0.00746814474,-72.9473923670033,-36.6132767260436
Artillero Moore,Biobío,"8",Concepción,"81",Tomé,"8111",Urbano,8795.50946782000,"21",0.00879550658,-72.9434650377741,-36.6208992826364
Las Vertientes,Biobío,"8",Concepción,"81",Tomé,"8111",Urbano,10258.40707500000,"19",0.01025840114,-72.9507473072102,-36.6408308613857
Estacion - Caleta Quichiuto,Biobío,"8",Concepción,"81",Tomé,"8111",Urbano,12170.49737860000,"42",0.01217050232,-72.9573843065783,-36.623416901594
LLacolén,Biobío,"8",Concepción,"81",Tomé,"8111",Urbano,5066.03507395000,"15",0.00506603261,-72.9685361743033,-36.6102656441862
El Túnel,Biobío,"8",Concepción,"81",Tomé,"8111",Urbano,11231.34891820000,"29",0.01123134533,-72.9293909820275,-36.5466601343987
Madesal,Biobío,"8",Concepción,"81",Tomé,"8111",Urbano,19308.13335620000,"63",0.01930813024,-72.9464731891665,-36.5648872022235
Las Piscinas,Biobío,"8",Concepción,"81",San Pedro de La Paz,"8108",Urbano,5009.69951810000,"59",0.00500969647,-73.1231017855368,-36.8248433132432
Boca sur viejo,Biobío,"8",Concepción,"81",San Pedro de La Paz,"8108",Urbano,22196.80746140000,"20",0.02219682734,-73.1481420306047,-36.8279421444488
Caleta Perone,Biobío,"8",Concepción,"81",Hualpén,"8112",Rural,7774.61327651000,"21",0.00777461738,-73.1951860766257,-36.7621101216004
21 de Mayo Prat,Biobío,"8",Concepción,"81",Concepción,"8101",Urbano,9126.51095452000,"36",0.00912650531,-73.0668725960032,-36.8166501874638
Collao 1900,Biobío,"8",Concepción,"81",Concepción,"8101",Urbano,7328.87635238000,"75",0.00732887923,-73.0044566224023,-36.8213403416547
Temístocles Rojas,Biobío,"8",Concepción,"81",Concepción,"8101",Urbano,10931.43647720000,"53",0.01093143699,-73.0724035134699,-36.8242690678313
Andres Lamas Pulmon Verde,Biobío,"8",Concepción,"81",Concepción,"8101",Urbano,18563.16389440000,"61",0.01856316524,-73.0658017692494,-36.8225923859996
Cerro Chacabuco,Biobío,"8",Concepción,"81",Concepción,"8101",Urbano,10256.21418190000,"35",0.01025621831,-73.0539434230371,-36.8027096847265
Cerro Chepe,Biobío,"8",Concepción,"81",Concepción,"8101",Urbano,14749.01653930000,"38",0.01474901845,-73.0687508719801,-36.8189099928785
21 de Mayo Palomares,Biobío,"8",Concepción,"81",Concepción,"8101",Urbano,6230.38970176000,"47",0.00623039015,-72.9897262899299,-36.8199491804691
Cantarrana,Biobío,"8",Concepción,"81",Coronel,"8102",Urbano,34425.41612230000,"125",0.03442541709,-73.1311297267894,-37.0240548093535
Miramar,Biobío,"8",Concepción,"81",Coronel,"8102",Urbano,3706.35307766000,"11",0.00370634704,-73.1588551603651,-37.0213622575926
El Mirador,Biobío,"8",Concepción,"81",Coronel,"8102",Urbano,23512.60035950000,"166",0.02351259361,-73.1619034410443,-37.0178831756371
El Esfuerzo,Biobío,"8",Concepción,"81",Coronel,"8102",Urbano,85503.59810150000,"324",0.08550360126,-73.1642031818038,-37.0187438014448
Rucamanque,Biobío,"8",Concepción,"81",Talcahuano,"8110",Urbano,32436.77908340000,"119",0.03243677154,-73.1362365766217,-36.7168954196445
Vista al Mar,Biobío,"8",Concepción,"81",Talcahuano,"8110",Urbano,34106.12962040000,"120",0.03410612152,-73.1379630869364,-36.7238800139066
Las Gaviotas Bajo,Biobío,"8",Concepción,"81",Talcahuano,"8110",Urbano,12263.52188110000,"50",0.01226352055,-73.1391886447428,-36.717940197228
Comité Pro Adelanto Polcura,Biobío,"8",Concepción,"81",Talcahuano,"8110",Urbano,7110.87200367000,"15",0.00711087417,-73.1337962037141,-36.7155986548625
Huillinco,Biobío,"8",Concepción,"81",Talcahuano,"8110",Urbano,17680.57044830000,"37",0.01768057440,-73.1277535915338,-36.7172717494328
Caramavida,Biobío,"8",Concepción,"81",Talcahuano,"8110",Urbano,4480.41688293000,"13",0.00448041677,-73.1379015673926,-36.7259927119414
Antinao Curaco,Biobío,"8",Concepción,"81",Talcahuano,"8110",Urbano,39425.31805890000,"58",0.03942531076,-73.1310986243217,-36.718465026318
Comité Adelanto Pasaje 1 La Gloria,Biobío,"8",Concepción,"81",Talcahuano,"8110",Urbano,12293.94148270000,"49",0.01229394195,-73.1345308773972,-36.7216440821514
Torres y Bassaur,Biobío,"8",Concepción,"81",Talcahuano,"8110",Urbano,25441.76775630000,"41",0.02544177020,-73.1269106204656,-36.7199160558915
Vista la Bahía,Biobío,"8",Concepción,"81",Talcahuano,"8110",Urbano,5828.23239777000,"16",0.00582822780,-73.1348152117129,-36.724338379728
Comite las Hormiguitas Asentamiento la Esperanza,Biobío,"8",Concepción,"81",Talcahuano,"8110",Urbano,18967.28960680000,"46",0.01896729738,-73.1325444660147,-36.7222027883032
Coliumo Alto,Biobío,"8",Concepción,"81",Talcahuano,"8110",Urbano,28613.20034120000,"93",0.02861320032,-73.1339686424582,-36.7143393408094
La Unión,Biobío,"8",Concepción,"81",Talcahuano,"8110",Urbano,39401.73315590000,"85",0.03940173731,-73.1292312964801,-36.7213484221812
Las Algas,Biobío,"8",Concepción,"81",Talcahuano,"8110",Urbano,16422.64462080000,"105",0.01642264075,-73.14368679901,-36.7185149094555
Cerro Bagnara,Biobío,"8",Concepción,"81",Talcahuano,"8110",Urbano,8559.74925661000,"76",0.00855975671,-73.1164843202466,-36.7117765503983
Las Avutardas,Aysén,"11",Aysén,"112",Aysén,"11201",Urbano,1503.26199817000,"16",0.00150326358,-72.680907018446,-45.4128820631457
Las Quilas,Aysén,"11",Aysén,"112",Aysén,"11201",Urbano,18219.68340550000,"43",0.01821969002,-72.6885306406122,-45.4160580065531
Callejón Lo Martínez,Atacama,"3",Huasco,"33",Huasco,"3304",Urbano,33238.27258590000,"15",0.03323825312,-71.1822436623529,-28.4762009031436
La Fragua,Atacama,"3",Huasco,"33",Alto del Carmen,"3302",Rural,122008.37901500000,"31",0.12200837020,-70.2801258931197,-28.8925987319378
Cardenal Raúl Silva Henríquez,Atacama,"3",Copiapó,"31",Tierra Amarilla,"3103",Rural,17510.19088370000,"160",0.01751019498,-70.1049846970328,-27.8290162671119
Jaime Sierra Castillo,Atacama,"3",Copiapó,"31",Copiapó,"3101",Urbano,53101.71364990000,"213",0.05310171529,-70.3397976067603,-27.3807458799667
Quebrada del ají,Atacama,"3",Copiapó,"31",Tierra Amarilla,"3103",Rural,9121.84653230000,"29",0.00912184930,-70.2616475039202,-27.4854744602252
El Jilguero,Atacama,"3",Huasco,"33",Vallenar,"3301",Rural,187715.84323900001,"104",0.18771584906,-70.7247860260455,-28.58862736514
Cerro Mirador la Negrita,Atacama,"3",Copiapó,"31",Copiapó,"3101",Urbano,14564.17204510000,"87",0.01456417042,-70.3371108035479,-27.3780822492829
Coraceros,Arica y Parinacota,"15",Arica,"151",Arica,"15101",Rural,62860.38975220000,"219",0.06286038533,-70.2794236176646,-18.5067310924341
Flor Donguil,La Araucanía,"9",Cautín,"91",Gorbea,"9107",Rural,30582.87132680000,"37",0.03058287677,-72.680405218123,-39.1222278647422
La Lucha Es Posible,Antofagasta,"2",Antofagasta,"21",Antofagasta,"2101",Urbano,12976.75369590000,"47",0.01297675367,-70.3847604657728,-23.5448594678144
Alto Mendoza,Antofagasta,"2",Antofagasta,"21",Antofagasta,"2101",Urbano,9084.58420572000,"61",0.00908458339,-70.3863395992241,-23.6603288213106
Aurora Esperanza,Antofagasta,"2",Antofagasta,"21",Antofagasta,"2101",Urbano,25287.11869710000,"207",0.02528711341,-70.3826353219283,-23.6509150854635
Juanita Cruchaga,Antofagasta,"2",Antofagasta,"21",Antofagasta,"2101",Urbano,26964.90777240000,"172",0.02696490849,-70.3710883885985,-23.6179631554596
La Negra,Antofagasta,"2",Antofagasta,"21",Antofagasta,"2101",Urbano,73762.80388570001,"47",0.07376281071,-70.3157536747676,-23.7863842333564
Niños Felices,Antofagasta,"2",Antofagasta,"21",Antofagasta,"2101",Urbano,7107.65083840000,"23",0.00710764543,-70.3764518270801,-23.6361353048418
Frei Bonn,Antofagasta,"2",El Loa,"22",Calama,"2201",Urbano,44472.12562520000,"401",0.04447213099,-68.9396252741342,-22.4503419120452
Villa El Esfuerzo,Antofagasta,"2",Antofagasta,"21",Mejillones,"2102",Urbano,3338.57288181000,"37",0.00333857125,-70.4406964412031,-23.1025276618096
Mujeres Unidas,Antofagasta,"2",Antofagasta,"21",Antofagasta,"2101",Urbano,2279.01025576000,"74",0.00227901185,-70.3717214975702,-23.5951873179873
Candelaria,Atacama,"3",Copiapó,"31",Copiapó,"3101",Mixto,19844.07180220000,"116",0.01984407314,-70.3194667330689,-27.3523311828202
Carlos Villalobos,Atacama,"3",Copiapó,"31",Copiapó,"3101",Urbano,26072.64866310000,"109",0.02607264621,-70.3162582648376,-27.3574394831959
Isabel Riquelme,Atacama,"3",Copiapó,"31",Copiapó,"3101",Urbano,7841.53793093000,"44",0.00784154340,-70.3182915065073,-27.3564661504357
Lastarria Saturno,Atacama,"3",Copiapó,"31",Tierra Amarilla,"3103",Rural,8644.39463691000,"33",0.00864439407,-70.2627688208792,-27.5042449946682
Luis Uribe,Atacama,"3",Copiapó,"31",Tierra Amarilla,"3103",Rural,64090.88943320000,"306",0.06409087712,-70.258735175514,-27.4661724715721
Nueva Esperanza,Atacama,"3",Copiapó,"31",Copiapó,"3101",Urbano,41493.15963750000,"155",0.04149315834,-70.3020524433658,-27.3796216770525
Padre Negro,Atacama,"3",Copiapó,"31",Copiapó,"3101",Mixto,14541.30058950000,"65",0.01454130018,-70.3144443903175,-27.3521382929513
Sergio Soto,Atacama,"3",Copiapó,"31",Copiapó,"3101",Mixto,92311.34661040000,"285",0.09231133996,-70.3167452867447,-27.3518555036781
Vista Al Valle,Atacama,"3",Copiapó,"31",Copiapó,"3101",Urbano,43953.89730520000,"148",0.04395390225,-70.3402389705138,-27.379561982375
Villa San Pedro,Atacama,"3",Huasco,"33",Huasco,"3304",Urbano,54776.76806800000,"135",0.05477676944,-71.2168409322066,-28.4714239054417
